,price,rating,brand,ram,ssd_storage,color,processor
495,75990.0,3.6,Hp,16,512,Silver,Intel
496,75990.0,3.6,Hp,16,512,Silver,Intel
497,69990.0,3.2,Hp,16,512,Silver,Snapdragon
498,342490.0,4.6,Apple,24,2048,Silver,Unknown
499,73990.0,4.8,Apple,8,256,Indigo,Unknown
500,75990.0,3.1,Dell,8,512,Silver,Intel
501,194990.0,4.8,Apple,24,1024,Unknown,Unknown
502,73990.0,4.7,Apple,8,256,Silver,Unknown
503,53990.0,2.0,Dell,8,512,Black,Unknown
504,513990.0,2.4,Apple,36,2048,Black,Unknown
505,75990.0,3.6,Hp,16,512,Silver,Intel
506,69990.0,3.2,Hp,16,512,Silver,Snapdragon
507,342490.0,4.6,Apple,24,2048,Silver,Unknown
508,73990.0,4.8,Apple,8,256,Indigo,Unknown
509,81490.0,5.0,Dell,16,512,Unknown,Intel
510,194990.0,4.8,Apple,24,1024,Unknown,Unknown
511,57490.0,3.9,Dell,8,512,Black,Intel
512,73990.0,4.7,Apple,8,256,Silver,Unknown
513,68490.0,3.9,Lenovo,16,512,Gray,Amd
514,69990.0,3.2,Hp,16,512,Silver,Snapdragon
515,75990.0,3.6,Hp,16,512,Silver,Intel
516,342490.0,4.6,Apple,24,2048,Silver,Unknown
517,73990.0,4.8,Apple,8,256,Indigo,Unknown
518,73490.0,2.5,Dell,8,512,Black,Intel
519,75990.0,3.1,Dell,8,512,Silver,Intel
520,81490.0,5.0,Dell,16,512,Unknown,Intel
521,513990.0,2.4,Apple,36,2048,Black,Unknown
522,73990.0,4.7,Apple,8,256,Silver,Unknown
523,69990.0,3.2,Hp,16,512,Silver,Snapdragon
524,75990.0,3.6,Hp,16,512,Silver,Intel
525,73990.0,4.8,Apple,8,256,Indigo,Unknown
526,73990.0,4.7,Apple,8,256,Silver,Unknown
527,475490.0,5.0,Apple,36,2048,Silver,Unknown
528,513990.0,2.4,Apple,36,2048,Black,Unknown
529,194990.0,4.8,Apple,24,1024,Unknown,Unknown
530,81490.0,5.0,Dell,16,512,Unknown,Intel
531,87990.0,4.1,Dell,16,512,Silver,Intel
532,69990.0,3.2,Hp,16,512,Silver,Snapdragon
533,464490.0,5.0,Apple,36,2048,Black,Unknown
534,73990.0,4.8,Apple,8,256,Indigo,Unknown
535,73990.0,4.7,Apple,8,256,Silver,Unknown
536,75990.0,3.6,Hp,16,512,Silver,Intel
537,172490.0,4.7,Apple,16,1024,Blue,Unknown
538,589990.0,4.3,Apple,48,2048,Black,Unknown
539,167490.0,5.0,Dell,16,512,Unknown,Amd
540,79990.0,4.1,Hp,16,512,Silver,Snapdragon
541,75990.0,3.6,Hp,16,512,Silver,Intel
542,342490.0,4.6,Apple,24,2048,Silver,Unknown
543,194990.0,4.8,Apple,24,1024,Unknown,Unknown
544,69990.0,3.2,Hp,16,512,Silver,Snapdragon
545,200490.0,4.7,Apple,16,1024,Unknown,Unknown
546,73990.0,4.8,Apple,8,256,Indigo,Unknown
547,73990.0,4.7,Apple,8,256,Silver,Unknown
548,589990.0,4.3,Apple,48,2048,Black,Unknown
549,81490.0,5.0,Dell,16,512,Unknown,Intel
